"Employee ID","Last Name","First Name","Customer ID","Order ID","Quantity","Price (SRP)","Product ID","Product Name","Order Date","Ship Date","Courier Website","Ship Via","Supplier Name"
"1","Davolio","Nancy","7","1616","2","16.5","1109","Active Outdoors Lycra Glove","5/12/2016","5/20/2016","http://www.loomis.com","Loomis","Active Outdoors"
"4","Peacock","Margaret","65","1617","3","329.85","303182","Nicros","5/12/2016","5/20/2016","http://www.usps.com","Parcel Post","Craze"
"4","Peacock","Margaret","65","1617","3","41.9","2202","Triumph Pro Helmet","5/12/2016","5/20/2016","http://www.usps.com","Parcel Post","Triumph"
"4","Peacock","Margaret","65","1617","1","33.9","5201","Xtreme Adult Helmet","5/12/2016","5/20/2016","http://www.usps.com","Parcel Post","Craze"
"6","Suyama","Michael","20","1618","3","19.9","3303","Guardian XL ""U"" Lock","5/12/2016","5/13/2016","http://www.usps.com","Parcel Post","Guardian"
"4","Peacock","Margaret","10","1619","2","479.85","302182","Rapel","5/13/2016","5/13/2016","http://www.usps.com","Parcel Post","Craze"
"4","Peacock","Margaret","10","1619","1","479.85","302202","Rapel","5/13/2016","5/13/2016","http://www.usps.com","Parcel Post","Craze"
"4","Peacock","Margaret","10","1619","2","329.85","303181","Nicros","5/13/2016","5/13/2016","http://www.usps.com","Parcel Post","Craze"
"3","Leverling","Janet","59","1620","2","539.85","202161","Wheeler","5/13/2016","5/20/2016","http://www.usps.com","Parcel Post","Craze"
"6","Suyama","Michael","65","1621","1","479.85","302222","Rapel","5/14/2016","5/20/2016","www.fedex.com","FedEx","Craze"
"6","Suyama","Michael","65","1621","1","53.9","2207","Triumph Vertigo Helmet","5/14/2016","5/20/2016","www.fedex.com","FedEx","Triumph"
"1","Davolio","Nancy","69","1622","3","41.9","2205","Triumph Pro Helmet","5/15/2016","5/26/2016","","Pickup","Triumph"
"7","King","Robert","48","1623","3","1739.85","102181","Mozzie","5/16/2016","5/27/2016","http://www.ups.com","UPS","Craze"
"7","King","Robert","48","1623","3","53.9","2210","Triumph Vertigo Helmet","5/16/2016","5/27/2016","http://www.ups.com","UPS","Triumph"
"7","King","Robert","48","1623","3","19.9","3303","Guardian XL ""U"" Lock","5/16/2016","5/27/2016","http://www.ups.com","UPS","Guardian"
"1","Davolio","Nancy","35","1624","1","274.35","402002","Micro Nicros","5/16/2016","5/16/2016","http://www.loomis.com","Loomis","Craze"
"1","Davolio","Nancy","35","1624","2","19.9","3303","Guardian XL ""U"" Lock","5/16/2016","5/16/2016","http://www.loomis.com","Loomis","Guardian"
"1","Davolio","Nancy","35","1624","3","16.5","1107","Active Outdoors Lycra Glove","5/16/2016","5/16/2016","http://www.loomis.com","Loomis","Active Outdoors"
"4","Peacock","Margaret","17","1625","3","21.9","3304","Guardian ATB Lock","5/16/2016","5/22/2016","http://www.ups.com","UPS","Guardian"
"6","Suyama","Michael","30","1626","1","23.5","5405","Xtreme Gellite  Ladies Saddle","5/16/2016","5/27/2016","http://www.usps.com","Parcel Post","Craze"
"6","Suyama","Michael","30","1626","3","15","6403","Roadster Mini Mtn Saddle","5/16/2016","5/27/2016","http://www.usps.com","Parcel Post","Roadster"
"7","King","Robert","24","1627","1","479.85","302161","Rapel","5/17/2016","5/30/2016","","Pickup","Craze"
"1","Davolio","Nancy","12","1628","2","2939.85","101201","Descent","5/18/2016","5/24/2016","http://www.loomis.com","Loomis","Craze"
"1","Davolio","Nancy","12","1628","2","53.9","2211","Triumph Vertigo Helmet","5/18/2016","5/24/2016","http://www.loomis.com","Loomis","Triumph"
"1","Davolio","Nancy","12","1628","1","17.5","3302","Guardian ""U"" Lock","5/18/2016","5/24/2016","http://www.loomis.com","Loomis","Guardian"
"3","Leverling","Janet","35","1629","2","1739.85","102151","Mozzie","5/19/2016","5/23/2016","www.fedex.com","FedEx","Craze"
"3","Leverling","Janet","35","1629","2","33.9","5206","Xtreme Adult Helmet","5/19/2016","5/23/2016","www.fedex.com","FedEx","Craze"
"4","Peacock","Margaret","38","1630","1","33.9","5207","Xtreme Youth Helmet","5/20/2016","5/31/2016","http://www.loomis.com","Loomis","Craze"
"4","Peacock","Margaret","38","1630","1","17.5","3302","Guardian ""U"" Lock","5/20/2016","5/31/2016","http://www.loomis.com","Loomis","Guardian"
"6","Suyama","Michael","71","1631","1","33.9","5208","Xtreme Youth Helmet","5/20/2016","5/23/2016","http://www.loomis.com","Loomis","Craze"
"7","King","Robert","27","1632","2","53.9","2211","Triumph Vertigo Helmet","5/21/2016","5/28/2016","http://www.usps.com","Parcel Post","Triumph"
"7","King","Robert","2","1633","2","2939.85","101171","Descent","5/21/2016","5/28/2016","","Pickup","Craze"
"4","Peacock","Margaret","63","1634","3","21.9","3305","Guardian Mini Lock","5/21/2016","5/30/2016","http://www.purolator.com","Purolator","Guardian"
"7","King","Robert","48","1635","2","329.85","303152","Nicros","5/21/2016","5/31/2016","","Pickup","Craze"
"7","King","Robert","33","1636","2","2939.85","101171","Descent","5/21/2016","5/29/2016","www.fedex.com","FedEx","Craze"
"7","King","Robert","33","1636","2","832.35","201201","Romeo","5/21/2016","5/29/2016","www.fedex.com","FedEx","Craze"
"7","King","Robert","33","1636","1","329.85","303161","Nicros","5/21/2016","5/29/2016","www.fedex.com","FedEx","Craze"
"1","Davolio","Nancy","77","1637","2","13.5","4101","InFlux Crochet Glove","5/21/2016","5/30/2016","http://www.ups.com","UPS","InFlux"
"3","Leverling","Janet","53","1638","3","13.5","4102","InFlux Crochet Glove","5/21/2016","6/1/2016","http://www.loomis.com","Loomis","InFlux"
"6","Suyama","Michael","19","1639","1","33.9","5206","Xtreme Adult Helmet","5/21/2016","5/31/2016","http://www.usps.com","Parcel Post","Craze"
"1","Davolio","Nancy","45","1640","3","899.85","103151","Endorphin","5/22/2016","5/23/2016","","Pickup","Craze"
"1","Davolio","Nancy","45","1640","3","11.9","5301","Xtreme Mtn Lock","5/22/2016","5/23/2016","","Pickup","Craze"
"6","Suyama","Michael","61","1641","1","832.35","201201","Romeo","5/23/2016","5/23/2016","http://www.ups.com","UPS","Craze"
"6","Suyama","Michael","61","1641","1","764.85","301181","SlickRock","5/23/2016","5/23/2016","http://www.ups.com","UPS","Craze"
"6","Suyama","Michael","61","1641","1","14.5","1105","Active Outdoors Crochet Glove","5/23/2016","5/23/2016","http://www.ups.com","UPS","Active Outdoors"
"7","King","Robert","65","1642","1","2939.85","101201","Descent","5/23/2016","5/31/2016","www.fedex.com","FedEx","Craze"
"7","King","Robert","65","1642","3","1739.85","102151","Mozzie","5/23/2016","5/31/2016","www.fedex.com","FedEx","Craze"
"6","Suyama","Michael","32","1643","2","13.5","4103","InFlux Crochet Glove","5/23/2016","5/28/2016","www.fedex.com","FedEx","InFlux"
"1","Davolio","Nancy","43","1644","3","832.35","201161","Romeo","5/23/2016","5/23/2016","http://www.ups.com","UPS","Craze"
"1","Davolio","Nancy","43","1644","1","329.85","303221","Nicros","5/23/2016","5/23/2016","http://www.ups.com","UPS","Craze"
"3","Leverling","Janet","9","1645","3","15.5","4104","InFlux Lycra Glove","5/23/2016","5/27/2016","http://www.purolator.com","Purolator","InFlux"
"1","Davolio","Nancy","60","1646","3","2939.85","101151","Descent","5/23/2016","5/31/2016","www.fedex.com","FedEx","Craze"
"1","Davolio","Nancy","60","1646","3","899.85","103171","Endorphin","5/23/2016","5/31/2016","www.fedex.com","FedEx","Craze"
"1","Davolio","Nancy","60","1646","1","33.9","5201","Xtreme Adult Helmet","5/23/2016","5/31/2016","www.fedex.com","FedEx","Craze"
"4","Peacock","Margaret","65","1647","1","329.85","303201","Nicros","5/23/2016","6/4/2016","http://www.loomis.com","Loomis","Craze"
"4","Peacock","Margaret","65","1647","1","41.9","2202","Triumph Pro Helmet","5/23/2016","6/4/2016","http://www.loomis.com","Loomis","Triumph"
"3","Leverling","Janet","67","1648","1","329.85","303181","Nicros","5/24/2016","5/24/2016","http://www.purolator.com","Purolator","Craze"
"3","Leverling","Janet","67","1648","3","14.5","1105","Active Outdoors Crochet Glove","5/24/2016","5/24/2016","http://www.purolator.com","Purolator","Active Outdoors"
"3","Leverling","Janet","67","1648","3","13.5","4101","InFlux Crochet Glove","5/24/2016","5/24/2016","http://www.purolator.com","Purolator","InFlux"
"6","Suyama","Michael","10","1649","2","479.85","302182","Rapel","5/25/2016","5/30/2016","http://www.loomis.com","Loomis","Craze"
"6","Suyama","Michael","10","1649","2","16.5","1109","Active Outdoors Lycra Glove","5/25/2016","5/30/2016","http://www.loomis.com","Loomis","Active Outdoors"
"6","Suyama","Michael","10","1649","3","14.5","5402","Xtreme Anatomic Ladies Saddle","5/25/2016","5/30/2016","http://www.loomis.com","Loomis","Craze"
"4","Peacock","Margaret","49","1650","3","15.5","4105","InFlux Lycra Glove","5/25/2016","6/3/2016","","Pickup","InFlux"
"3","Leverling","Janet","60","1651","3","15.5","4106","InFlux Lycra Glove","5/26/2016","6/1/2016","www.fedex.com","FedEx","InFlux"
"4","Peacock","Margaret","6","1652","3","2939.85","101152","Descent","5/26/2016","6/7/2016","http://www.purolator.com","Purolator","Craze"
"4","Peacock","Margaret","6","1652","3","1739.85","102221","Mozzie","5/26/2016","6/7/2016","http://www.purolator.com","Purolator","Craze"
"6","Suyama","Michael","32","1653","1","832.35","201201","Romeo","5/26/2016","5/26/2016","","Pickup","Craze"
"6","Suyama","Michael","32","1653","2","479.85","302182","Rapel","5/26/2016","5/26/2016","","Pickup","Craze"
"6","Suyama","Michael","32","1653","3","329.85","303202","Nicros","5/26/2016","5/26/2016","","Pickup","Craze"
"3","Leverling","Janet","12","1654","3","2939.85","101222","Descent","5/26/2016","6/7/2016","http://www.usps.com","Parcel Post","Craze"
"6","Suyama","Michael","58","1655","3","764.85","301151","SlickRock","5/26/2016","5/29/2016","http://www.purolator.com","Purolator","Craze"
"6","Suyama","Michael","58","1655","1","329.85","303152","Nicros","5/26/2016","5/29/2016","http://www.purolator.com","Purolator","Craze"
"6","Suyama","Michael","58","1655","1","14.5","1101","Active Outdoors Crochet Glove","5/26/2016","5/29/2016","http://www.purolator.com","Purolator","Active Outdoors"
"7","King","Robert","14","1656","1","41.9","2206","Triumph Pro Helmet","5/27/2016","6/8/2016","http://www.usps.com","Parcel Post","Triumph"
"7","King","Robert","14","1656","1","16.5","1111","Active Outdoors Lycra Glove","5/27/2016","6/8/2016","http://www.usps.com","Parcel Post","Active Outdoors"
"7","King","Robert","14","1656","1","14.5","1104","Active Outdoors Crochet Glove","5/27/2016","6/8/2016","http://www.usps.com","Parcel Post","Active Outdoors"
"3","Leverling","Janet","69","1657","2","2939.85","101221","Descent","5/27/2016","6/6/2016","www.fedex.com","FedEx","Craze"
"3","Leverling","Janet","69","1657","2","832.35","201221","Romeo","5/27/2016","6/6/2016","www.fedex.com","FedEx","Craze"
"3","Leverling","Janet","69","1657","3","33.9","5206","Xtreme Adult Helmet","5/27/2016","6/6/2016","www.fedex.com","FedEx","Craze"
"6","Suyama","Michael","65","1658","1","53.9","2208","Triumph Vertigo Helmet","5/28/2016","5/31/2016","http://www.purolator.com","Purolator","Triumph"
"6","Suyama","Michael","65","1658","3","14.5","1105","Active Outdoors Crochet Glove","5/28/2016","5/31/2016","http://www.purolator.com","Purolator","Active Outdoors"
"6","Suyama","Michael","65","1658","3","14.5","5403","Xtreme Wide MTB Saddle","5/28/2016","5/31/2016","http://www.purolator.com","Purolator","Craze"
"3","Leverling","Janet","22","1659","3","2939.85","101221","Descent","5/29/2016","6/5/2016","http://www.ups.com","UPS","Craze"
"3","Leverling","Janet","22","1659","3","329.85","303162","Nicros","5/29/2016","6/5/2016","http://www.ups.com","UPS","Craze"
"3","Leverling","Janet","22","1659","3","281.85","401002","Mini Nicros","5/29/2016","6/5/2016","http://www.ups.com","UPS","Craze"
"1","Davolio","Nancy","27","1660","2","539.85","202161","Wheeler","5/30/2016","6/4/2016","http://www.loomis.com","Loomis","Craze"
"1","Davolio","Nancy","27","1660","1","23.5","5405","Xtreme Gellite  Ladies Saddle","5/30/2016","6/4/2016","http://www.loomis.com","Loomis","Craze"
"7","King","Robert","34","1661","2","33.9","5201","Xtreme Adult Helmet","5/31/2016","6/1/2016","http://www.ups.com","UPS","Craze"
"4","Peacock","Margaret","16","1662","2","33.9","5202","Xtreme Adult Helmet","5/31/2016","6/8/2016","http://www.usps.com","Parcel Post","Craze"
"3","Leverling","Janet","69","1663","3","33.9","5203","Xtreme Adult Helmet","5/31/2016","6/3/2016","http://www.purolator.com","Purolator","Craze"
"7","King","Robert","76","1664","1","539.85","202161","Wheeler","5/31/2016","6/4/2016","http://www.purolator.com","Purolator","Craze"
"7","King","Robert","76","1664","1","16.5","1110","Active Outdoors Lycra Glove","5/31/2016","6/4/2016","http://www.purolator.com","Purolator","Active Outdoors"
"9","Dodsworth","Anne","31","1665","3","37.9","5303","Xtreme Titan Lock","6/1/2016","6/11/2016","www.fedex.com","FedEx","Craze"
"9","Dodsworth","Anne","31","1665","2","16.5","1110","Active Outdoors Lycra Glove","6/1/2016","6/11/2016","www.fedex.com","FedEx","Active Outdoors"
"9","Dodsworth","Anne","31","1665","1","14.5","1105","Active Outdoors Crochet Glove","6/1/2016","6/11/2016","www.fedex.com","FedEx","Active Outdoors"
"4","Peacock","Margaret","27","1666","3","2939.85","101171","Descent","6/1/2016","6/2/2016","http://www.loomis.com","Loomis","Craze"
"4","Peacock","Margaret","27","1666","2","899.85","103181","Endorphin","6/1/2016","6/2/2016","http://www.loomis.com","Loomis","Craze"
"4","Peacock","Margaret","27","1666","3","14.5","1104","Active Outdoors Crochet Glove","6/1/2016","6/2/2016","http://www.loomis.com","Loomis","Active Outdoors"
"7","King","Robert","31","1667","2","479.85","302201","Rapel","6/1/2016","6/2/2016","","Pickup","Craze"
"3","Leverling","Janet","4","1668","2","479.85","302202","Rapel","6/1/2016","6/11/2016","http://www.ups.com","UPS","Craze"
"3","Leverling","Janet","4","1668","1","274.35","402001","Micro Nicros","6/1/2016","6/11/2016","http://www.ups.com","UPS","Craze"
"9","Dodsworth","Anne","55","1669","2","2939.85","101171","Descent","6/1/2016","6/9/2016","http://www.ups.com","UPS","Craze"
"9","Dodsworth","Anne","55","1669","1","2939.85","101202","Descent","6/1/2016","6/9/2016","http://www.ups.com","UPS","Craze"
"9","Dodsworth","Anne","55","1669","3","41.9","2206","Triumph Pro Helmet","6/1/2016","6/9/2016","http://www.ups.com","UPS","Triumph"
"7","King","Robert","57","1670","2","33.9","5204","Xtreme Adult Helmet","6/1/2016","6/2/2016","http://www.loomis.com","Loomis","Craze"
"7","King","Robert","75","1671","1","1739.85","102181","Mozzie","6/2/2016","6/2/2016","http://www.loomis.com","Loomis","Craze"
"6","Suyama","Michael","25","1672","3","33.9","5205","Xtreme Adult Helmet","6/2/2016","6/13/2016","http://www.loomis.com","Loomis","Craze"
"7","King","Robert","46","1673","2","764.85","301221","SlickRock","6/2/2016","6/2/2016","http://www.purolator.com","Purolator","Craze"
"4","Peacock","Margaret","24","1674","3","33.9","5206","Xtreme Adult Helmet","6/2/2016","6/8/2016","http://www.loomis.com","Loomis","Craze"
"9","Dodsworth","Anne","26","1675","1","2939.85","101182","Descent","6/3/2016","6/3/2016","www.fedex.com","FedEx","Craze"
"9","Dodsworth","Anne","26","1675","2","899.85","103151","Endorphin","6/3/2016","6/3/2016","www.fedex.com","FedEx","Craze"
"9","Dodsworth","Anne","26","1675","2","764.85","301221","SlickRock","6/3/2016","6/3/2016","www.fedex.com","FedEx","Craze"
"9","Dodsworth","Anne","45","1676","2","1739.85","102181","Mozzie","6/3/2016","6/15/2016","http://www.usps.com","Parcel Post","Craze"
"9","Dodsworth","Anne","45","1676","1","15.5","4106","InFlux Lycra Glove","6/3/2016","6/15/2016","http://www.usps.com","Parcel Post","InFlux"
"9","Dodsworth","Anne","37","1677","3","14.5","1103","Active Outdoors Crochet Glove","6/4/2016","6/8/2016","http://www.usps.com","Parcel Post","Active Outdoors"
"4","Peacock","Margaret","12","1678","3","479.85","302201","Rapel","6/5/2016","6/16/2016","","Pickup","Craze"
"4","Peacock","Margaret","12","1678","2","11.9","5301","Xtreme Mtn Lock","6/5/2016","6/16/2016","","Pickup","Craze"
"6","Suyama","Michael","48","1679","1","329.85","303152","Nicros","6/5/2016","6/11/2016","","Pickup","Craze"
"7","King","Robert","58","1680","1","539.85","202161","Wheeler","6/5/2016","6/7/2016","http://www.loomis.com","Loomis","Craze"
"7","King","Robert","58","1680","1","14.5","5401","Xtreme Anatomic Mens Saddle","6/5/2016","6/7/2016","http://www.loomis.com","Loomis","Craze"
"3","Leverling","Janet","62","1681","2","21.9","3304","Guardian ATB Lock","6/5/2016","6/9/2016","http://www.usps.com","Parcel Post","Guardian"
"6","Suyama","Michael","29","1682","3","899.85","103181","Endorphin","6/5/2016","6/10/2016","http://www.purolator.com","Purolator","Craze"
"6","Suyama","Michael","29","1682","2","274.35","402002","Micro Nicros","6/5/2016","6/10/2016","http://www.purolator.com","Purolator","Craze"
"9","Dodsworth","Anne","37","1683","1","899.85","103221","Endorphin","6/5/2016","6/11/2016","www.fedex.com","FedEx","Craze"
"9","Dodsworth","Anne","37","1683","3","41.9","2203","Triumph Pro Helmet","6/5/2016","6/11/2016","www.fedex.com","FedEx","Triumph"
"3","Leverling","Janet","17","1684","2","281.85","401001","Mini Nicros","6/6/2016","6/17/2016","http://www.purolator.com","Purolator","Craze"
"3","Leverling","Janet","17","1684","2","14.5","1104","Active Outdoors Crochet Glove","6/6/2016","6/17/2016","http://www.purolator.com","Purolator","Active Outdoors"
"6","Suyama","Michael","31","1685","3","16.5","1111","Active Outdoors Lycra Glove","6/6/2016","6/11/2016","http://www.ups.com","UPS","Active Outdoors"
"4","Peacock","Margaret","2","1686","1","33.9","5201","Xtreme Adult Helmet","6/6/2016","6/14/2016","http://www.ups.com","UPS","Craze"
"4","Peacock","Margaret","2","1686","1","15","6403","Roadster Mini Mtn Saddle","6/6/2016","6/14/2016","http://www.ups.com","UPS","Roadster"
"4","Peacock","Margaret","2","1686","1","14.5","1105","Active Outdoors Crochet Glove","6/6/2016","6/14/2016","http://www.ups.com","UPS","Active Outdoors"
"4","Peacock","Margaret","50","1687","3","281.85","401001","Mini Nicros","6/6/2016","6/11/2016","www.fedex.com","FedEx","Craze"
"4","Peacock","Margaret","50","1687","1","33.9","5205","Xtreme Adult Helmet","6/6/2016","6/11/2016","www.fedex.com","FedEx","Craze"
"1","Davolio","Nancy","74","1688","2","764.85","301161","SlickRock","6/6/2016","6/18/2016","","Pickup","Craze"
"1","Davolio","Nancy","74","1688","3","764.85","301201","SlickRock","6/6/2016","6/18/2016","","Pickup","Craze"
"9","Dodsworth","Anne","31","1689","3","832.35","201161","Romeo","6/6/2016","6/12/2016","http://www.ups.com","UPS","Craze"
"9","Dodsworth","Anne","31","1689","1","764.85","301151","SlickRock","6/6/2016","6/12/2016","http://www.ups.com","UPS","Craze"
"9","Dodsworth","Anne","31","1689","2","479.85","302201","Rapel","6/6/2016","6/12/2016","http://www.ups.com","UPS","Craze"
"7","King","Robert","42","1690","2","329.85","303151","Nicros","6/6/2016","6/17/2016","www.fedex.com","FedEx","Craze"
"7","King","Robert","42","1690","2","16.5","1111","Active Outdoors Lycra Glove","6/6/2016","6/17/2016","www.fedex.com","FedEx","Active Outdoors"
"7","King","Robert","63","1691","3","33.9","5207","Xtreme Youth Helmet","6/6/2016","6/10/2016","http://www.purolator.com","Purolator","Craze"
"6","Suyama","Michael","36","1692","1","19.9","3303","Guardian XL ""U"" Lock","6/7/2016","6/13/2016","http://www.ups.com","UPS","Guardian"
"6","Suyama","Michael","36","1692","2","15.5","4106","InFlux Lycra Glove","6/7/2016","6/13/2016","http://www.ups.com","UPS","InFlux"
"6","Suyama","Michael","36","1692","1","14.5","1104","Active Outdoors Crochet Glove","6/7/2016","6/13/2016","http://www.ups.com","UPS","Active Outdoors"
"7","King","Robert","17","1693","1","53.9","2207","Triumph Vertigo Helmet","6/7/2016","6/14/2016","www.fedex.com","FedEx","Triumph"
"7","King","Robert","6","1694","3","33.9","5208","Xtreme Youth Helmet","6/8/2016","6/12/2016","http://www.ups.com","UPS","Craze"
"6","Suyama","Michael","4","1695","2","479.85","302202","Rapel","6/8/2016","6/15/2016","www.fedex.com","FedEx","Craze"
"9","Dodsworth","Anne","10","1696","2","11.9","5301","Xtreme Mtn Lock","6/8/2016","6/20/2016","http://www.ups.com","UPS","Craze"
"1","Davolio","Nancy","21","1697","1","53.9","2207","Triumph Vertigo Helmet","6/8/2016","6/19/2016","","Pickup","Triumph"
"1","Davolio","Nancy","21","1697","1","14.5","1103","Active Outdoors Crochet Glove","6/8/2016","6/19/2016","","Pickup","Active Outdoors"
"1","Davolio","Nancy","21","1697","3","14.5","1104","Active Outdoors Crochet Glove","6/8/2016","6/19/2016","","Pickup","Active Outdoors"
"4","Peacock","Margaret","19","1698","1","329.85","303161","Nicros","6/8/2016","6/20/2016","www.fedex.com","FedEx","Craze"
"4","Peacock","Margaret","19","1698","3","33.9","5206","Xtreme Adult Helmet","6/8/2016","6/20/2016","www.fedex.com","FedEx","Craze"
"4","Peacock","Margaret","19","1698","1","15.5","4104","InFlux Lycra Glove","6/8/2016","6/20/2016","www.fedex.com","FedEx","InFlux"
"7","King","Robert","59","1699","3","9.98","5302","Xtreme Rhino Lock","6/9/2016","6/14/2016","http://www.usps.com","Parcel Post","Craze"
"6","Suyama","Michael","36","1700","2","274.35","402001","Micro Nicros","6/9/2016","6/17/2016","http://www.ups.com","UPS","Craze"
"1","Davolio","Nancy","14","1701","3","37.9","5303","Xtreme Titan Lock","6/9/2016","6/21/2016","http://www.ups.com","UPS","Craze"
"4","Peacock","Margaret","48","1702","1","764.85","301161","SlickRock","6/10/2016","6/19/2016","http://www.ups.com","UPS","Craze"
"4","Peacock","Margaret","27","1703","3","14.5","5401","Xtreme Anatomic Mens Saddle","6/11/2016","6/24/2016","http://www.ups.com","UPS","Craze"
"6","Suyama","Michael","5","1704","2","329.85","303182","Nicros","6/11/2016","6/11/2016","http://www.purolator.com","Purolator","Craze"
"6","Suyama","Michael","5","1704","3","33.9","5201","Xtreme Adult Helmet","6/11/2016","6/11/2016","http://www.purolator.com","Purolator","Craze"
"6","Suyama","Michael","16","1705","2","53.9","2209","Triumph Vertigo Helmet","6/11/2016","6/12/2016","","Pickup","Triumph"
"6","Suyama","Michael","16","1705","3","53.9","2213","Triumph Vertigo Helmet","6/11/2016","6/12/2016","","Pickup","Triumph"
"4","Peacock","Margaret","64","1706","2","329.85","303161","Nicros","6/12/2016","6/13/2016","http://www.purolator.com","Purolator","Craze"
"4","Peacock","Margaret","64","1706","1","14.5","1102","Active Outdoors Crochet Glove","6/12/2016","6/13/2016","http://www.purolator.com","Purolator","Active Outdoors"
"4","Peacock","Margaret","64","1706","2","4.5","3301","Guardian Chain Lock","6/12/2016","6/13/2016","http://www.purolator.com","Purolator","Guardian"
"9","Dodsworth","Anne","73","1707","1","899.85","103221","Endorphin","6/12/2016","6/12/2016","http://www.ups.com","UPS","Craze"
"9","Dodsworth","Anne","73","1707","1","832.35","201221","Romeo","6/12/2016","6/12/2016","http://www.ups.com","UPS","Craze"
"9","Dodsworth","Anne","73","1707","3","764.85","301161","SlickRock","6/12/2016","6/12/2016","http://www.ups.com","UPS","Craze"
"6","Suyama","Michael","70","1708","1","23.5","7401","Vesper Comfort ATB Saddle","6/13/2016","6/20/2016","http://www.purolator.com","Purolator","Vesper"
"6","Suyama","Michael","70","1708","2","14.5","5401","Xtreme Anatomic Mens Saddle","6/13/2016","6/20/2016","http://www.purolator.com","Purolator","Craze"
"1","Davolio","Nancy","29","1709","3","329.85","303181","Nicros","6/13/2016","6/25/2016","http://www.purolator.com","Purolator","Craze"
"1","Davolio","Nancy","29","1709","1","329.85","303182","Nicros","6/13/2016","6/25/2016","http://www.purolator.com","Purolator","Craze"
"1","Davolio","Nancy","29","1709","3","41.9","2204","Triumph Pro Helmet","6/13/2016","6/25/2016","http://www.purolator.com","Purolator","Triumph"
"1","Davolio","Nancy","53","1710","1","764.85","301161","SlickRock","6/13/2016","6/15/2016","","Pickup","Craze"
"1","Davolio","Nancy","53","1710","3","329.85","303152","Nicros","6/13/2016","6/15/2016","","Pickup","Craze"
"1","Davolio","Nancy","53","1710","2","281.85","401002","Mini Nicros","6/13/2016","6/15/2016","","Pickup","Craze"
"3","Leverling","Janet","76","1711","1","479.85","302201","Rapel","6/13/2016","6/24/2016","http://www.loomis.com","Loomis","Craze"
"3","Leverling","Janet","76","1711","1","41.9","2201","Triumph Pro Helmet","6/13/2016","6/24/2016","http://www.loomis.com","Loomis","Triumph"
"3","Leverling","Janet","76","1711","2","21.9","3304","Guardian ATB Lock","6/13/2016","6/24/2016","http://www.loomis.com","Loomis","Guardian"
"3","Leverling","Janet","20","1712","3","14.5","5402","Xtreme Anatomic Ladies Saddle","6/13/2016","6/19/2016","","Pickup","Craze"
"6","Suyama","Michael","17","1713","3","14.5","5403","Xtreme Wide MTB Saddle","6/13/2016","6/16/2016","http://www.usps.com","Parcel Post","Craze"
"3","Leverling","Janet","19","1714","2","16.5","1109","Active Outdoors Lycra Glove","6/13/2016","6/18/2016","http://www.purolator.com","Purolator","Active Outdoors"
"7","King","Robert","34","1715","3","764.85","301201","SlickRock","6/13/2016","6/19/2016","http://www.purolator.com","Purolator","Craze"
"7","King","Robert","34","1715","2","15","6403","Roadster Mini Mtn Saddle","6/13/2016","6/19/2016","http://www.purolator.com","Purolator","Roadster"
"6","Suyama","Michael","16","1716","3","23.5","5404","Xtreme Gellite Mens Saddle","6/14/2016","6/15/2016","www.fedex.com","FedEx","Craze"
"7","King","Robert","1","1717","3","23.5","5405","Xtreme Gellite  Ladies Saddle","6/14/2016","6/24/2016","http://www.ups.com","UPS","Craze"
"4","Peacock","Margaret","22","1718","3","2939.85","101221","Descent","6/15/2016","6/22/2016","http://www.usps.com","Parcel Post","Craze"
"4","Peacock","Margaret","22","1718","3","1739.85","102151","Mozzie","6/15/2016","6/22/2016","http://www.usps.com","Parcel Post","Craze"
"4","Peacock","Margaret","22","1718","2","764.85","301151","SlickRock","6/15/2016","6/22/2016","http://www.usps.com","Parcel Post","Craze"
"7","King","Robert","42","1719","3","12","6401","Roadster Jr BMX Saddle","6/16/2016","6/21/2016","www.fedex.com","FedEx","Roadster"
"3","Leverling","Janet","34","1720","1","899.85","103221","Endorphin","6/16/2016","6/24/2016","http://www.purolator.com","Purolator","Craze"
"3","Leverling","Janet","34","1720","1","16.5","1111","Active Outdoors Lycra Glove","6/16/2016","6/24/2016","http://www.purolator.com","Purolator","Active Outdoors"
"3","Leverling","Janet","34","1720","3","14.5","1102","Active Outdoors Crochet Glove","6/16/2016","6/24/2016","http://www.purolator.com","Purolator","Active Outdoors"
"7","King","Robert","33","1721","3","41.9","2203","Triumph Pro Helmet","6/16/2016","6/29/2016","http://www.loomis.com","Loomis","Triumph"
"7","King","Robert","33","1721","3","33.9","5202","Xtreme Adult Helmet","6/16/2016","6/29/2016","http://www.loomis.com","Loomis","Craze"
"7","King","Robert","33","1721","2","4.5","3301","Guardian Chain Lock","6/16/2016","6/29/2016","http://www.loomis.com","Loomis","Guardian"
"3","Leverling","Janet","25","1722","3","899.85","103181","Endorphin","6/17/2016","6/30/2016","http://www.ups.com","UPS","Craze"
"9","Dodsworth","Anne","45","1723","3","281.85","401001","Mini Nicros","6/17/2016","6/20/2016","http://www.loomis.com","Loomis","Craze"
"6","Suyama","Michael","31","1724","3","539.85","202161","Wheeler","6/17/2016","6/24/2016","www.fedex.com","FedEx","Craze"
"6","Suyama","Michael","31","1724","3","23.5","5404","Xtreme Gellite Mens Saddle","6/17/2016","6/24/2016","www.fedex.com","FedEx","Craze"
